country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,export_import_ratio,trade_balance,mortality_income_ratio,fertility_income_ratio,health_life_ratio,aid_need_score,wellbeing_score,PC1,PC2,Cluster
Netherlands,4.5,72.0,11.9,63.6,45500.0,0.848,80.7,1.79,33130,1.1320754716981132,8.399999999999999,9.89010989010989e-05,3.934065934065934e-05,0.14745972738537794,0.00017703296703296703,158.61803490661038,-4.051912023369143,2.2091541430629813,1
New Zealand,6.2,30.3,10.1,28.0,32300.0,3.73,80.9,2.17,33130,1.082142857142857,2.3000000000000007,0.00019195046439628483,6.718266253869969e-05,0.12484548825710752,0.0004165325077399381,131.78870967741935,-2.958306859179072,1.4499118780362836,1
Niger,123.0,22.2,5.16,49.1,814.0,2.55,58.8,7.0075,348,0.4521384928716904,-26.900000000000002,0.04633250600339897,0.002581407735900969,0.08775510204081634,0.1524212262354966,2.466731707317073,5.344486220248628,0.40857066740017073,2
Nigeria,130.0,25.3,5.07,17.4,5150.0,24.16,60.5,5.84,2330,1.4540229885057472,7.900000000000002,0.02524271844660194,0.0011339805825242718,0.08380165289256199,0.14741747572815533,2.3595,3.4030571455309153,-2.8093574370015624,2
Norway,3.2,39.7,9.48,28.5,51967.5,5.95,81.0,1.95,33130,1.392982456140351,11.200000000000003,5.136436597110755e-05,3.130016051364366e-05,0.11703703703703704,0.00010016051364365971,158.61803490661038,-3.887121356808223,0.7459004485918507,1
Oman,11.7,65.7,2.77,41.2,45300.0,15.6,76.1,2.9,19300,1.5946601941747574,24.5,0.0002582781456953642,6.401766004415011e-05,0.03639947437582129,0.0007490066225165563,18.01683760683761,-2.557725222924177,-3.5226884070815063,0
Pakistan,92.1,13.5,2.2,19.4,4280.0,10.9,65.3,3.85,1040,0.6958762886597939,-5.899999999999999,0.021518691588785045,0.0008995327102803739,0.033690658499234305,0.08284696261682242,1.559826275787188,2.528516167048229,-2.106759901599499,2
Panama,19.7,70.0,8.1,78.2,15400.0,2.59,77.8,2.62,8080,0.8951406649616368,-8.200000000000003,0.0012792207792207792,0.00017012987012987013,0.10411311053984576,0.0033515584415584414,31.988832487309644,-1.3383330854716988,0.5821918571228605,0
Paraguay,24.1,55.1,5.87,51.5,7290.0,6.1,74.1,2.73,3230,1.0699029126213593,3.6000000000000014,0.0033058984910836766,0.00037448559670781893,0.07921727395411607,0.009025102880658437,18.04842323651452,-0.6202569903582829,-0.9989177316961775,0
Peru,20.3,27.8,5.08,23.8,9960.0,5.71,77.9,2.54,5020,1.1680672268907564,4.0,0.002038152610441767,0.00025502008032128517,0.06521181001283696,0.005176907630522089,19.49418719211823,-0.7941793507137576,-1.3940398428789194,0
Philippines,31.9,34.8,3.61,36.6,5600.0,4.22,69.0,3.16,2130,0.9508196721311474,-1.8000000000000043,0.005696428571428571,0.0005642857142857143,0.052318840579710146,0.018000714285714287,7.808463949843261,0.33740351696400694,-1.532742745014144,0
Poland,6.0,40.1,7.46,42.1,21800.0,1.66,76.3,1.41,12600,0.9524940617577197,-2.0,0.00027522935779816516,6.46788990825688e-05,0.09777195281782439,0.0003880733944954128,94.86633333333333,-2.0382314571594464,0.5869364065885888,1
Portugal,3.9,29.9,11.0,37.4,27200.0,0.643,79.8,1.39,22500,0.7994652406417112,-7.5,0.00014338235294117648,5.110294117647059e-05,0.13784461152882205,0.00019930147058823527,158.61803490661038,-2.668100788106546,2.5662736351835607,1
Qatar,9.0,62.3,1.81,23.8,51967.5,6.98,79.5,2.07,33130,1.8603472848755864,31.900000000000006,7.2e-05,1.6559999999999997e-05,0.022767295597484277,0.00014904,15.988333333333335,-3.6741636900729215,-3.809053707079184,1
Romania,11.5,32.6,5.58,38.8,17800.0,3.53,73.7,1.59,8230,0.8402061855670104,-6.199999999999996,0.000646067415730337,8.932584269662922e-05,0.0757123473541384,0.001027247191011236,35.76052173913044,-1.1282340134051358,-0.2946275648206727,0
Russia,10.0,29.2,5.08,21.1,23100.0,14.2,69.2,1.57,10700,1.3838862559241705,8.099999999999998,0.0004329004329004329,6.796536796536796e-05,0.07341040462427745,0.0006796536796536797,35.1536,-1.3794468953882464,-1.892769675333118,0
Rwanda,63.6,12.0,10.5,30.0,1350.0,2.61,64.6,4.51,563,0.4,-18.0,0.04633250600339897,0.002581407735900969,0.1625386996904025,0.1524212262354966,10.665094339622641,4.050025291940743,2.47195877993143,2
Samoa,18.9,29.2,6.47,53.1,5400.0,1.72,71.5,4.34,3450,0.5499058380414312,-23.900000000000002,0.0034999999999999996,0.0008037037037037037,0.09048951048951048,0.015189999999999999,24.476455026455028,0.7358509141050517,0.7394045064931222,0
Saudi Arabia,15.7,49.6,4.29,33.0,45400.0,17.2,75.1,2.96,19300,1.5030303030303032,16.6,0.0003458149779735683,6.519823788546256e-05,0.05712383488681758,0.001023612334801762,20.52095541401274,-2.170431388820548,-2.7466852958375028,0
Senegal,66.8,24.9,5.66,40.3,2180.0,1.85,64.0,5.06,1000,0.6178660049627792,-15.399999999999999,0.030642201834862385,0.0023211009174311926,0.0884375,0.1524212262354966,5.422754491017964,3.5548332755930083,0.22924585288234714,2
Serbia,7.6,32.9,10.4,47.9,12700.0,5.88,74.7,1.4,5410,0.6868475991649269,-15.0,0.0005984251968503937,0.00011023622047244094,0.1392235609103079,0.000837795275590551,102.22105263157897,-1.223239125375621,2.055016438751413,0
Seychelles,14.4,92.67499999999998,3.4,101.575,20400.0,-4.21,73.4,2.17,10800,0.8685185185185185,-14.200000000000003,0.0007058823529411765,0.00010637254901960784,0.04632152588555858,0.001531764705882353,17.330555555555556,-1.659433832524273,-0.5848743830248208,0
Sierra Leone,142.875,16.8,13.1,34.5,1220.0,17.2,55.0,5.2,399,0.48695652173913045,-17.7,0.04633250600339897,0.002581407735900969,0.18361344867429397,0.1524212262354966,4.503125,5.340790519234696,2.157278835032039,2
Singapore,2.8,92.67499999999998,3.96,101.575,51967.5,-0.046,82.7,1.15,33130,1.1494252873563218,26.0,3.883495145631068e-05,1.59500693481276e-05,0.047883917775090684,4.4660194174757276e-05,116.96142857142858,-4.599219733753461,-0.8940697040833129,1
Slovak Republic,7.0,76.3,8.79,77.8,25200.0,0.485,75.5,1.43,16600,0.980719794344473,-1.5,0.0002777777777777778,5.674603174603174e-05,0.11642384105960264,0.0003972222222222222,94.80642857142857,-2.605785519580808,1.1636107157117055,1
Slovenia,3.2,64.3,9.41,62.9,28700.0,-0.987,79.5,1.57,23400,1.0222575516693164,1.3999999999999986,0.00011149825783972126,5.470383275261324e-05,0.11836477987421384,0.0001750522648083624,158.61803490661038,-3.267163817238545,1.6536868379850025,1
Solomon Islands,28.1,49.3,8.55,81.2,1780.0,6.81,61.7,4.24,1290,0.6071428571428571,-31.900000000000006,0.015786516853932585,0.0023820224719101127,0.13857374392220423,0.06693483146067417,18.773487544483988,2.32322169569204,1.7668104606500936,2
South Africa,53.7,28.6,8.94,27.4,12000.0,6.35,54.3,2.59,7280,1.0437956204379564,1.2000000000000028,0.004475,0.0002158333333333333,0.16464088397790055,0.01159025,9.039888268156423,0.5133397012567688,0.5596272668309192,0
South Korea,4.1,49.4,6.93,46.2,30400.0,3.16,80.1,1.23,22100,1.0692640692640691,3.1999999999999957,0.00013486842105263157,4.0460526315789476e-05,0.08651685393258428,0.00016588815789473683,135.38853658536587,-3.035677244813769,0.3514519807373382,1
Spain,3.8,25.5,9.54,26.8,32500.0,0.16,81.9,1.37,30700,0.9514925373134329,-1.3000000000000007,0.00011692307692307692,4.2153846153846156e-05,0.11648351648351646,0.0001601846153846154,158.61803490661038,-3.1570807776795804,1.8004223352116913,1
Sri Lanka,11.2,19.6,2.94,26.8,8560.0,22.8,74.4,2.2,2810,0.7313432835820896,-7.199999999999999,0.0013084112149532709,0.00025700934579439257,0.03951612903225806,0.0028785046728971963,19.53,0.0003641817457528656,-2.223604988465507,0
St. Vincent and the Grenadines,20.7,26.9,4.47,57.1,9920.0,4.44,71.6,2.07,6230,0.47110332749562167,-30.200000000000003,0.0020866935483870967,0.00020866935483870966,0.06243016759776537,0.00431945564516129,15.461449275362318,0.060785657409774756,0.16826032632035626,0
Sudan,76.7,19.7,6.32,17.2,3370.0,19.6,66.3,4.88,1480,1.1453488372093024,2.5,0.022759643916913947,0.0014480712166172107,0.09532428355957769,0.11106706231454005,5.463050847457628,2.640856029265999,-1.5690533781967717,2
Suriname,24.1,52.5,7.01,38.4,14200.0,7.2,70.3,2.52,8300,1.3671875,14.100000000000001,0.0016971830985915493,0.00017746478873239437,0.09971550497866287,0.004276901408450704,20.448257261410784,-1.1567487088383954,-1.143816772382978,0
Sweden,3.0,46.2,9.63,40.7,42900.0,0.991,81.5,1.98,33130,1.135135135135135,5.5,6.993006993006993e-05,4.615384615384615e-05,0.118159509202454,0.00013846153846153845,158.61803490661038,-3.6680318851504388,1.4468888370947477,1
Switzerland,4.5,64.0,11.5,53.3,51967.5,0.317,82.2,1.52,33130,1.200750469043152,10.700000000000003,8.108108108108108e-05,2.7387387387387387e-05,0.13990267639902676,0.00012324324324324324,158.61803490661038,-4.279617154662503,1.9494558169146239,1
Tajikistan,52.4,14.9,5.98,58.6,2110.0,12.5,69.6,3.51,738,0.25426621160409557,-42.900000000000006,0.024834123222748816,0.0016635071090047393,0.08591954022988507,0.08716777251184833,7.942900763358779,2.945767984589738,0.9391242344444847,2
Tanzania,71.9,18.7,6.01,29.1,2090.0,9.25,59.3,5.43,702,0.6426116838487972,-10.400000000000002,0.034401913875598086,0.002581407735900969,0.10134907251264756,0.1524212262354966,4.956787204450625,4.15683347799179,-0.10361507117288346,2
Thailand,14.9,66.5,3.88,60.8,13500.0,4.08,76.6,1.55,5080,1.09375,5.700000000000003,0.0011037037037037037,0.00011481481481481482,0.05065274151436031,0.001710740740740741,19.94684563758389,-1.558571254773392,-1.6214753680049527,0
Timor-Leste,62.6,2.2,9.12,27.8,1850.0,24.16,71.1,6.23,3600,0.07913669064748202,-25.6,0.033837837837837836,0.002581407735900969,0.12827004219409283,0.1524212262354966,10.358338658146963,4.536001591038486,1.192107496219915,2
Togo,90.3,40.2,7.65,57.3,1210.0,1.18,58.7,4.87,488,0.7015706806282723,-17.099999999999994,0.04633250600339897,0.002581407735900969,0.1303236797274276,0.1524212262354966,4.972923588039868,4.137630120896844,1.1619161541611516,2
Tonga,17.4,12.4,5.07,60.3,4980.0,3.68,69.9,3.91,3550,0.20563847429519072,-42.900000000000006,0.0034939759036144574,0.000785140562248996,0.07253218884120172,0.013661445783132529,20.367413793103452,1.3131525367293544,1.0576546337426507,0
Tunisia,17.4,50.5,6.21,55.3,10400.0,3.82,76.9,2.14,4140,0.9132007233273056,-4.799999999999997,0.001673076923076923,0.00020576923076923078,0.08075422626788036,0.003580384615384615,27.44534482758621,-0.9761739520081943,-0.3118530568430444,0
Turkey,19.1,20.4,6.74,25.5,18000.0,7.01,78.2,2.15,10700,0.7999999999999999,-5.100000000000001,0.0010611111111111112,0.00011944444444444444,0.08618925831202046,0.0022813888888888892,27.595183246073294,-0.9388449348745178,-0.14186721594032425,0
Turkmenistan,62.0,76.3,2.5,44.5,9940.0,2.31,67.9,2.83,4440,1.7146067415730337,31.799999999999997,0.006237424547283702,0.0002847082494969819,0.03681885125184094,0.017651911468812877,2.7379032258064515,-0.884035326948863,-3.6005661152520085,0
Uganda,81.0,17.1,9.01,28.6,1540.0,10.6,56.8,6.15,595,0.5979020979020979,-11.5,0.04633250600339897,0.002581407735900969,0.1586267605633803,0.1524212262354966,6.318123456790123,4.777700648861782,1.192487234871868,2
Ukraine,11.7,47.1,7.72,51.1,7820.0,13.4,70.4,1.44,2970,0.9217221135029354,-4.0,0.00149616368286445,0.00018414322250639385,0.1096590909090909,0.002154475703324808,46.45196581196582,-0.7810165349232712,-0.07163151445051508,0
United Arab Emirates,8.6,77.7,3.66,63.6,51967.5,12.5,76.5,1.87,33130,1.2216981132075473,14.100000000000001,0.00014930555555555555,3.246527777777778e-05,0.04784313725490196,0.0002792013888888889,32.55697674418605,-3.2447243357728004,-2.1081656005764464,1
United Kingdom,5.2,28.2,9.64,30.8,36200.0,1.57,80.3,1.92,33130,0.9155844155844155,-2.6000000000000014,0.00014364640883977902,5.303867403314917e-05,0.12004981320049814,0.0002758011049723757,148.86384615384614,-3.0239741915654452,1.811958076461774,1
United States,7.3,12.4,14.120000000000005,15.8,49400.0,1.22,78.7,1.93,33130,0.7848101265822784,-3.4000000000000004,0.0001477732793522267,3.906882591093117e-05,0.18361344867429397,0.00028520242914979754,158.61803490661038,-3.059268104533477,3.6795915707221982,1
Uruguay,10.6,26.3,8.35,25.4,17100.0,4.91,76.4,2.08,11900,1.035433070866142,0.9000000000000021,0.0006198830409356725,0.0001216374269005848,0.10929319371727747,0.0012893567251461987,60.18301886792454,-1.443334142863544,0.3408083473352201,0
Uzbekistan,36.3,31.7,5.81,28.5,4240.0,16.5,68.8,2.34,1380,1.1122807017543859,3.1999999999999993,0.00856132075471698,0.0005518867924528302,0.08444767441860465,0.020033490566037735,11.011790633608815,0.3759038018255792,-1.5573214812678253,0
Vanuatu,29.2,46.6,5.25,52.7,2950.0,2.62,63.0,3.5,2970,0.8842504743833017,-6.100000000000001,0.009898305084745762,0.0011864406779661016,0.08333333333333333,0.03464406779661017,11.327054794520548,0.943793603508244,-0.5005054497257482,0
Venezuela,17.1,28.5,4.91,17.6,16500.0,24.16,75.4,2.47,13500,1.6193181818181817,10.899999999999999,0.0010363636363636365,0.00014969696969696972,0.06511936339522546,0.002559818181818182,21.649941520467838,-1.1838566022800994,-2.888142014351321,0
Vietnam,23.3,72.0,6.84,80.2,4490.0,12.1,73.1,1.95,1310,0.8977556109725685,-8.200000000000003,0.005189309576837417,0.00043429844097995547,0.09357045143638851,0.010119153674832963,21.4593991416309,-0.47455234834614185,-0.3486922367055841,0
Yemen,56.3,30.0,5.18,34.4,4480.0,23.6,67.5,4.67,1310,0.872093023255814,-4.399999999999999,0.012566964285714285,0.0010424107142857143,0.07674074074074073,0.05868772321428571,6.210479573712256,1.9145785798617783,-1.7745036032246104,0
Zambia,83.1,37.0,5.89,30.9,3280.0,14.0,52.0,5.4,1460,1.197411003236246,6.100000000000001,0.025335365853658535,0.0016463414634146343,0.11326923076923076,0.1368109756097561,3.685679903730445,3.3018285548894504,-1.3827649622448506,2
